Compiled from "NumberMathModificationInfo.java"
      10: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      13: checkcast     #342                // class java/lang/Number
      16: invokevirtual #371                // Method java/lang/Number.longValue:()J
      19: lreturn

  public static int xor(byte, byte);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #239                // Field byte_xor:Z
       6: ifeq          15
       9: iload_0
      10: iload_1
      11: invokestatic  #767                // Method xorSlow:(BB)I
      14: ireturn
      15: iload_0
      16: iload_1
      17: ixor
      18: ireturn

  private static int xorSlow(byte, byte);
    Code:
       0: iload_0
       1: invokestatic  #334                // Method java/lang/Byte.valueOf:(B)Ljava/lang/Byte;
       4: ldc           #237                // String xor
       6: iload_1
       7: invokestatic  #334                // Method java/lang/Byte.valueOf:(B)Ljava/lang/Byte;
      10: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      13: checkcast     #342                // class java/lang/Number
      16: invokevirtual #346                // Method java/lang/Number.intValue:()I
      19: ireturn

  public static int xor(byte, short);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #239                // Field byte_xor:Z
       6: ifeq          15
       9: iload_0
      10: iload_1
      11: invokestatic  #769                // Method xorSlow:(BS)I
      14: ireturn
      15: iload_0
      16: iload_1
      17: ixor
      18: ireturn

  private static int xorSlow(byte, short);
    Code:
       0: iload_0
       1: invokestatic  #334                // Method java/lang/Byte.valueOf:(B)Ljava/lang/Byte;
       4: ldc           #237                // String xor
       6: iload_1
       7: invokestatic  #353                // Method java/lang/Short.valueOf:(S)Ljava/lang/Short;
      10: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      13: checkcast     #342                // class java/lang/Number
      16: invokevirtual #346                // Method java/lang/Number.intValue:()I
      19: ireturn

  public static int xor(byte, int);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #239                // Field byte_xor:Z
       6: ifeq          15
       9: iload_0
      10: iload_1
      11: invokestatic  #771                // Method xorSlow:(BI)I
      14: ireturn
      15: iload_0
      16: iload_1
      17: ixor
      18: ireturn

  private static int xorSlow(byte, int);
    Code:
       0: iload_0
       1: invokestatic  #334                // Method java/lang/Byte.valueOf:(B)Ljava/lang/Byte;
       4: ldc           #237                // String xor
       6: iload_1
       7: invokestatic  #360                // Method java/lang/Integer.valueOf:(I)Ljava/lang/Integer;
      10: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      13: checkcast     #342                // class java/lang/Number
      16: invokevirtual #346                // Method java/lang/Number.intValue:()I
      19: ireturn

  public static long xor(byte, long);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #239                // Field byte_xor:Z
       6: ifeq          15
       9: iload_0
      10: lload_1
      11: invokestatic  #773                // Method xorSlow:(BJ)J
      14: lreturn
      15: iload_0
      16: i2l
      17: lload_1
      18: lxor
      19: lreturn

  private static long xorSlow(byte, long);
    Code:
       0: iload_0
       1: invokestatic  #334                // Method java/lang/Byte.valueOf:(B)Ljava/lang/Byte;
       4: ldc           #237                // String xor
       6: lload_1
       7: invokestatic  #367                // Method java/lang/Long.valueOf:(J)Ljava/lang/Long;
      10: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      13: checkcast     #342                // class java/lang/Number
      16: invokevirtual #371                // Method java/lang/Number.longValue:()J
      19: lreturn

  public static int xor(short, byte);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #241                // Field short_xor:Z
       6: ifeq          15
       9: iload_0
      10: iload_1
      11: invokestatic  #775                // Method xorSlow:(SB)I
      14: ireturn
      15: iload_0
      16: iload_1
      17: ixor
      18: ireturn

  private static int xorSlow(short, byte);
    Code:
       0: iload_0
       1: invokestatic  #353                // Method java/lang/Short.valueOf:(S)Ljava/lang/Short;
       4: ldc           #237                // String xor
       6: iload_1
       7: invokestatic  #334                // Method java/lang/Byte.valueOf:(B)Ljava/lang/Byte;
      10: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      13: checkcast     #342                // class java/lang/Number
      16: invokevirtual #346                // Method java/lang/Number.intValue:()I
      19: ireturn

  public static int xor(short, short);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #241                // Field short_xor:Z
       6: ifeq          15
       9: iload_0
      10: iload_1
      11: invokestatic  #777                // Method xorSlow:(SS)I
      14: ireturn
      15: iload_0
      16: iload_1
      17: ixor
      18: ireturn

  private static int xorSlow(short, short);
    Code:
       0: iload_0
       1: invokestatic  #353                // Method java/lang/Short.valueOf:(S)Ljava/lang/Short;
       4: ldc           #237                // String xor
       6: iload_1
       7: invokestatic  #353                // Method java/lang/Short.valueOf:(S)Ljava/lang/Short;
      10: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      13: checkcast     #342                // class java/lang/Number
      16: invokevirtual #346                // Method java/lang/Number.intValue:()I
      19: ireturn

  public static int xor(short, int);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #241                // Field short_xor:Z
       6: ifeq          15
       9: iload_0
      10: iload_1
      11: invokestatic  #779                // Method xorSlow:(SI)I
      14: ireturn
      15: iload_0
      16: iload_1
      17: ixor
      18: ireturn

  private static int xorSlow(short, int);
    Code:
       0: iload_0
       1: invokestatic  #353                // Method java/lang/Short.valueOf:(S)Ljava/lang/Short;
       4: ldc           #237                // String xor
       6: iload_1
       7: invokestatic  #360                // Method java/lang/Integer.valueOf:(I)Ljava/lang/Integer;
      10: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      13: checkcast     #342                // class java/lang/Number
      16: invokevirtual #346                // Method java/lang/Number.intValue:()I
      19: ireturn

  public static long xor(short, long);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #241                // Field short_xor:Z
       6: ifeq          15
       9: iload_0
      10: lload_1
      11: invokestatic  #781                // Method xorSlow:(SJ)J
      14: lreturn
      15: iload_0
      16: i2l
      17: lload_1
      18: lxor
      19: lreturn

  private static long xorSlow(short, long);
    Code:
       0: iload_0
       1: invokestatic  #353                // Method java/lang/Short.valueOf:(S)Ljava/lang/Short;
       4: ldc           #237                // String xor
       6: lload_1
       7: invokestatic  #367                // Method java/lang/Long.valueOf:(J)Ljava/lang/Long;
      10: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
      13: checkcast     #342                // class java/lang/Number
      16: invokevirtual #371                // Method java/lang/Number.longValue:()J
      19: lreturn

  public static int xor(int, byte);
    Code:
       0: getstatic     #324                // Field instance:Lorg/codehaus/groovy/runtime/typehandling/NumberMathModificationInfo;
       3: getfield      #243                // Field int_xor:Z
       6: ifeq          15
       9: iload_0
      10: iload_1
      11: invokestatic  #783                // Method xorSlow:(IB)I
      14: ireturn
      15: iload_0
      16: iload_1
      17: ixor
      18: ireturn

  private static int xorSlow(int, byte);
    Code:
       0: iload_0
       1: invokestatic  #360                // Method java/lang/Integer.valueOf:(I)Ljava/lang/Integer;
       4: ldc           #237                // String xor
       6: iload_1
       7: invokestatic  #334                // Method java/lang/Byte.valueOf:(B)Ljava/lang/Byte;
      10: invokestatic  #340                // Method org/codehaus/groovy/runtime/InvokerHelper.invokeMethod:(Ljava/lang/Object;Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;
